Orden;Periodo panel;ciudad;cod_distrito;distrito;cod_barrio;barrio;año;fecha_indicador;fuente_indicador;categoría_1;categoría_2;indicador_nivel1;indicador_nivel2;indicador_nivel3;unidad_indicador;indicador_completo;valor_indicador
54677;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 25 a 44 años;Tasa;Tasa de desempleo en hombres de 25 a 44 años;5,47
54678;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;De 45 a 64 años;Tasa;Tasa de desempleo en hombres de 45 a 64 años;5,64
54679;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;;Personas;Población en etapas educativas;4.731
54680;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;;Personas;Población en etapa educativa de 0 a 2 años;530
54681;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;;Personas;Población en etapa educativa de 3 a 5 años;659
54682;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;;Personas;Población en etapa educativa de 6 a 11 años;1.698
54683;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;;Personas;Población en etapa educativa de 12 a 15 años;1.844
54684;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;Niños;Personas;Etapas educativas. Total niños;2.380
54685;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;Niños;Personas;Población infantil masculina en etapa educativa de 0 a 2 años;261
54686;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;Niños;Personas;Población infantil masculina en etapa educativa de 3 a 5 años;360
54687;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;Niños;Personas;Población infantil masculina en etapa educativa de 6 a 11 años;854
54688;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;Niños;Personas;Población infantil masculina en etapa educativa de 12 a 15 años;905
54689;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;;Niñas;Personas;Etapas educativas. Total niñas;2.351
54690;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 0 a 2 años;Niñas;Personas;Población infantil femenina en etapa educativa de 0 a 2 años;269
54691;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 3 a 5 años;Niñas;Personas;Población infantil femenina en etapa educativa de 3 a 5 años;299
54692;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 6 a 11 años;Niñas;Personas;Población infantil femenina en etapa educativa de 6 a 11 años;844
54693;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Población en etapas educativas;Número de personas;de 12 a 15 años;Niñas;Personas;Población infantil femenina en etapa educativa de 12 a 15 años;939
54694;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;No sabe leer ni escribir o sin estudios                         ;;Personas;Población mayor/igual  de 25 años  que no sabe leer ni escribir o sin estudios                ;543
54695;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Primaria incompleta      ;;Personas;Población mayor/igual  de 25 años con enseñanza primaria incompleta  ;1.956
54696;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado       ;;Personas;Población mayor/igual  de 25 años con Bachiller Elemental, Graduado Escolar, ESO, Formación profesional 1º grado  ;5.472
54697;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Formación profesional 2º grado, Bachiller Superior o BUP                ;;Personas;Población mayor/igual  de 25 años con Formación profesional 2º grado, Bachiller Superior o BUP  ;5.656
54698;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Titulaciones medias, diplomaturas, arquitectura técnica o ingeniería técnica;;Personas;Población mayor/igual  de 25 años con titulación media, diplomatura, arquitectura o ingeniería técnica    ;2.714
54699;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Estudios superiores, licenciatura, grado,  arquitectura,  ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado;;Personas;Población mayor/igual  de 25 años  con estudios superiores, licenciatura, arquitectura, ingeniería sup., estudios sup. no universitarios, doctorado,  postgraduado  ;6.056
54700;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Educación;Nivel de estudios de la población;Número de personas;Nivel de estudios desconocido y no consta                                   ;;Personas;Población mayor/igual  de 25 años con Nivel de estudios desconocido y/o no consta                                   ;8
54703;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2020;2020;Portal de datos abiertos del Ayuntamiento de Madrid;Vivienda;;Inmuebles;Uso residencial;;Número;Número de inmuebles de uso residencial ;12.062
54704;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2020;2019;Portal de datos abiertos del Ayuntamiento de Madrid;Vivienda;;Inmuebles;Uso residencial;Año medio construcción;Año;Año medio de contrucción de inmuebles de uso residencial ;1.993
54705;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2020;2020;Estadística Ayuntamiento de Madrid;Vivienda;;Inmuebles;Uso residencial;Superficie media;m2;Superficie media de la vivienda (m2) en transacción                                                ;87,5
54706;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2020;2020;Estadística Ayuntamiento de Madrid;Vivienda;;Tiempo;Media de crédito;;Tiempo (meses);Duración media del crédito (meses) en transacción de vivienda ;307
54707;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Servicios Sociales;;Equipamientos;Centros de Servicios Sociales;N/E
54708;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros Municipales de Mayores ;;Equipamientos;Centros Municipales de Mayores ;N/E
54709;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Día de Alzheimer y Físicos;;Equipamientos;Centros de Día de Alzheimer y Físicos;N/E
54710;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Apartamentos Municipales para Mayores;;Equipamientos;Apartamentos Municipales para Mayores;N/E
54711;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Residencias para personas Mayores ;;Equipamientos;Residencias para personas Mayores ;N/E
54712;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Apoyo a las Familias (CAF);;Equipamientos;Centros de Apoyo a las Familias (CAF);N/E
54713;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Atención a la Infancia (CAI);;Equipamientos;Centros de Atención a la Infancia (CAI);1
54714;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centro de Día de Atención a Niños y Niñas (de 3 a 12 años);;Equipamientos;Centro de Día de Atención a Niños y Niñas (de 3 a 12 años) ;N/E
54715;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Espacios de Ocio para Adolescentes (El Enredadero);;Equipamientos;Espacios de Ocio para Adolescentes (El Enredadero);N/E
54716;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros de Adolescentes y Jóvenes (ASPA) ;;Equipamientos;Centros de Adolescentes y Jóvenes (ASPA) ;N/E
54717;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Ayuntamiento de Madrid: Departamento de prevención del sinhogarismo y atención a personas sin hogar;Servicios y equipamientos Municipales;Servicios Sociales Municipales;Número de equipamientos;Centros para personas sin hogar ;;Equipamientos;Centros para personas sin hogar ;N/E
54718;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Género;Número de equipamientos;Espacios de Igualdad ;;Equipamientos;Espacios de Igualdad ;N/E
54719;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Salud;Número de equipamientos;Centros Municipales de Salud Comunitaria (CMSC);;Equipamientos;Centros Municipales de Salud Comunitaria (CMSC);N/E
54720;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Salud;Número de equipamientos;Centros de Atención a las Adicciones (CAD y CCAD);;Equipamientos;Centros de Atención a las Adicciones (CAD y CCAD);N/E
54721;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Cultura;Número de equipamientos;Nº de Bibliotecas Municipales;;Equipamientos;Bibliotecas Municipales;1
54722;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web de la Comunidad de Madrid;Servicios y equipamientos Municipales;Cultura;Número de equipamientos;Nº de Bibliotecas Comunidad Madrid;;Equipamientos;Bibliotecas Comunidad Madrid;N/E
54723;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Cultura;Número de equipamientos;Número de Centros y espacios;Culturales ;Equipamientos;Centros y Espacios Culturales;N/E
54724;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Instalaciones deportivas básicas;;Equipamientos;Instalaciones deportivas básicas;4
54725;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Centros deportivos Municipales;;Equipamientos;Centros deportivos Municipales;1
54726;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Campos de fútbol 11;;Equipamientos;Campos de fútbol 11;1
54727;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Pista de atletismo ;;Equipamientos;Pista de atletismo ;N/E
54728;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Piscinas cubiertas;;Equipamientos;Piscinas cubiertas;N/E
54729;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal web del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Deportes;Número de equipamientos;Piscinas de verano;;Equipamientos;Piscinas de verano;N/E
54730;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Educación;Número de equipamientos;Escuelas infantiles ;Municipales;Equipamientos;Escuelas Infantiles Municipales;1
54731;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Educación;Número de equipamientos;Colegios Públicos;;Equipamientos;Colegios Públicos Infantil y Primaria ;3
54732;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Servicios y equipamientos Municipales;Empresa y comercio;Número de equipamientos;Mercados Municipales;;Equipamientos;Mercados Municipales;N/E
54733;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;;Entidades;Asociaciones (Sección 1ª);23
54734;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;Culturales y Casas Regionales;Entidades;Asociaciones culturales y casas regionales;7
54735;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;Mujeres;Entidades;Asociaciones de mujeres;N/E
54736;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2021;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Asociaciones;Vecinales;Entidades;Asociaciones vecinales;2
54737;2022;Ciudad de Madrid;20;San Blas-Canillejas;205;Rosas;2021;2022;Portal de datos abiertos del Ayuntamiento de Madrid;Participación ciudadana;Entidades de participación ciudadana;Número de entidades;Fundaciones;;Entidades;Fundaciones (Sección 2ª);N/E
54738;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Superficie;;;Ha;Superficie (Ha.) ;502
54739;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Características Generales del Distrito-Barrio;;Densidad de población;;;Habitantes/Ha.;Población densidad (hab./Ha.) ;34,55
54740;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;;Habitantes;Número Habitantes;16.971
54741;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;;Habitantes;Población Hombres ;8.270
54742;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;;Habitantes;Población Mujeres;8.701
54743;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Edad Media;;;Edad;Edad media de la población;39,77
54744;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;0-14;;Personas;Población de 0 a 14 años   ;3.010
54745;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;15-29;;Personas;Población de 15 a 29 años;2.540
54746;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;30-44;;Personas;Población de 30 a 44  años;4.127
54747;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;45-64;;Personas;Población de 45 a 64 años;5.333
54748;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;65-79;;Personas;Población de 65 a 79 años      ;1.245
54749;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;80 y más;;Personas;Población de 80 años y más           ;716
54750;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/01/2022;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;65 y más;;Personas;Población de 65 años y más          ;1.961
54751;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;de 3 a 16 años;;Personas;Población en etapa educativa (Población de 3 a 16 años -16 no incluidos)                            ;3.335
54752;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes; de 0-15 entre población total;;Proporción;Proporción de juventud (Población de 0-15 años/Población total) porcentaje;19,51
54753;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Población > 65 años/Población total;;Proporción;Proporción de envejecimiento (Población mayor de 65 años/Población total);11,24
54754;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Población > 80 años/ Población >65 años;;Proporción;Proporción de sobre-envejecimiento (Población mayor de 80 años/ Población mayor de 65 años);37,9
54755;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Índice de dependencia;;Índice;Índice de dependencia (Población de 0-15 + población 65 años y más / Pob. 16-64) ;44,4
54756;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Nacionalidad española;;Personas;Personas con nacionalidad española             ;13.896
54757;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;Nacionalidad española;Personas;Personas con nacionalidad española Hombres                      ;6.770
54758;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;Nacionalidad española;Personas;Personas con nacionalidad española Mujeres                         ;7.126
54759;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera            ;3.202
54760;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Hombres;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera Hombres                       ;1.514
54761;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Mujeres;Nacionalidad extranjera;Personas;Personas con nacionalidad extranjera Mujeres                        ;1.688
54762;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de población;Número de Habitantes;Extranjeros menos UE y resto países de OCDE / Población total;Personas migrantes;Proporción;Proporción de personas migrantes (Población extranjera menos UE y resto países de OCDE / Población total);0,12
54765;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;;;Hogares;Total hogares;6.825
54766;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;;;Media   ;Tamaño medio del hogar      ;2,51
54767;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;mujer sola mayor de 65 años  ;;Hogares;Hogares con una mujer sola mayor de 65 años                      ;390
54768;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;hombre solo mayor de 65 años         ;;Hogares;Hogares con un hombre solo mayor de 65 años                     ;137
54769;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;monoparentales: una mujer adulta con uno o más menores;;Hogares;Hogares monoparentales: una mujer adulta con uno o más menores;237
54770;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2021;01/01/2021;Estadística Ayuntamiento de Madrid;Población del distrito;Estructura de los hogares;Número de Hogares;monoparentales: un hombre adulto con uno o más menores;;Hogares;Hogares monoparentales: un hombre adulto con uno o más menores;53
54771;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2020;2020;Estadística Ayuntamiento de Madrid;Población del distrito;Dinámica Demográfica;Natalidad;;;Tasa;Tasa bruta de natalidad (‰);10
54772;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2020;2020;Estadística Ayuntamiento de Madrid;Población del distrito;Dinámica Demográfica;Crecimiento Demográfico;;;Tasa;Tasa de crecimiento demográfico (porcentaje);-1,2
54773;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2018;2018;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Renta ;Neta anual;;Renta;Renta neta media anual de los hogares (Urban Audit)             ;40.746
54774;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2020;2020;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Pensión;Hombres;;Euros;Pensión media mensual Hombres ;1.509
54775;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2020;2020;Estadística Ayuntamiento de Madrid;Indicadores Económicos;Indicadores económicos;Pensión;Mujeres;;Euros;"Pensión media mensual  Mujeres
";1.190
54776;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) ;683
54777;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) Hombres;275
54778;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;;Personas;Paro registrado (número de personas registradas en SEPE en Febrero 2022) Mujeres;408
54779;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;;;Tasa;Tasa absoluta de paro registrado (Febrero  2022);5,84
54780;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;;Tasa;Tasa absoluta de paro registrado Mujeres;6,84
54781;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 16 a 24 años;Tasa;Tasa de desempleo en mujeres de 16 a 24 años;1,5
54782;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 25 a 44 años;Tasa;Tasa de desempleo en mujeres de 25 a 44 años;5,57
54783;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Mujeres;De 45 a 64 años;Tasa;Tasa de desempleo en mujeres de 45 a 64 años;9,44
54784;2022;Ciudad de Madrid;20;San Blas-Canillejas;206;Rejas;2022;01/02/2022;Estadística Ayuntamiento de Madrid;Indicadores Desempleo;Indicadores Desempleo;Número de personas paradas;Hombres;;Tasa;Tasa absoluta de paro registrado Hombres ;4,79
